,feature,class_label
478,"[-4.1916614e+02  3.6814629e+01  1.3055292e+00  2.1039610e+01
 -2.6527240e+00  1.0357679e+01 -5.0142646e+00  6.5589790e+00
 -2.7800710e+00  2.8558364e+00 -1.9556191e+00  1.6830444e+00
 -3.4115756e+00  3.7951670e+00 -3.3883619e+00 -8.2242978e-01
 -6.3970523e+00  6.0587978e-01 -6.4885908e-01  2.3365889e+00
 -1.4891709e+00 -1.0986061e+00 -1.8413216e+00 -1.1522282e+00
 -2.1208746e+00 -3.4399328e-01 -1.0247958e+00  7.8010213e-01
 -9.2777842e-01 -4.5265812e-01  6.5416610e-01  9.7563833e-01
  1.1831007e+00  1.7077559e-01 -7.4866128e-01 -9.3880838e-01
  3.5510775e-02  1.3446751e+00  5.5951053e-01 -4.4641691e-01
  1.3676199e-01 -1.0230327e+00 -1.0346715e+00  9.8437190e-02
  1.0072614e+00 -2.2739691e-01  6.2202448e-01 -5.7489729e-01
  3.4041997e-02  2.5646230e-02 -4.4681761e-02 -9.8928130e-01
  1.2745075e+00 -7.5555068e-01 -2.0548489e+00  2.2134772e-02
  3.7004107e-01 -2.3141906e-01  4.2218632e-01 -7.6395810e-02
  3.6569536e-01 -3.9462581e-01  2.2605105e-01  1.4738003e+00
  5.6255114e-01 -3.9746276e-01  1.8769836e-01  6.2957436e-01
 -2.9747969e-01  1.7919293e-01  9.1520333e-01  5.7459086e-01
 -1.1846776e+00  7.8670746e-01  4.2336708e-01  9.9065232e-01
  3.4862325e-01  4.3523985e-01 -1.7429869e-01  5.1805433e-02
 -3.4096164e-01  1.4248062e+00  3.2542020e-01  2.6621720e-01
  1.9288422e-01  1.4417431e-01  1.4176868e-01  8.0331987e-01
  3.4138376e-03  9.6476629e-02  7.1175158e-01  5.2940750e-01
 -5.6299603e-01  2.9998103e-01  6.0281873e-01 -3.3814374e-02
 -6.4638965e-02 -1.0987890e-02  3.4531730e-01  1.8663716e-01]",39
479,"[-7.4720721e+02  3.6249973e+01  1.3341436e+01  9.3515348e+00
  4.1593819e+00  3.5333683e+00  2.7297971e+00  2.2712255e+00
  2.2991941e+00  2.1833529e+00  2.3815124e+00  1.6291980e+00
  2.1932998e+00  1.4784763e+00  1.3354090e+00  1.3951938e+00
  1.0042486e+00  1.0701567e+00  9.0813184e-01  1.1284546e+00
  8.0685890e-01  1.1129575e+00  9.8588365e-01  7.3872119e-01
  1.0932590e+00  9.5374763e-01  1.0434324e+00  9.3958265e-01
  8.6723393e-01  6.1884773e-01  7.0156515e-01  7.4465346e-01
  4.8374504e-01  7.1726817e-01  5.4659408e-01  6.7412639e-01
  7.7357328e-01  3.5700065e-01  2.8141007e-01  6.0011804e-01
  8.0230427e-01  5.6539834e-01  5.4009682e-01  4.8852545e-01
  1.5006688e-01  8.9723639e-02  2.2714499e-01 -1.8901079e-03
 -9.8820433e-02  1.1669024e-01 -3.2453582e-02  2.4686614e-02
  2.3583987e-01  4.3830372e-02 -1.8010183e-01 -1.2642463e-01
  2.3644973e-02  1.6830823e-01  1.1000297e-01 -1.9222663e-01
 -6.7843430e-02  1.6053732e-01  2.9394275e-02 -2.2495854e-01
 -2.4158637e-01 -4.8786581e-02 -6.5910652e-02 -5.1022753e-02
 -1.7545117e-01 -2.0555592e-01  2.6348876e-02 -8.8412046e-02
 -2.8243443e-01 -2.6261124e-01  2.8988603e-03  1.1299651e-01
  5.5938173e-02  1.3970530e-01  5.9563909e-02 -4.5079459e-03
 -5.9474997e-02 -1.1506093e-01 -8.6882882e-02 -1.2744163e-01
 -1.3308974e-01 -1.3204055e-01 -1.6798732e-04  6.8698898e-02
 -2.6507142e-03 -1.8684436e-02 -1.2892206e-01 -6.2434167e-02
  4.5249086e-02 -8.5200004e-02 -1.8825710e-01 -1.5013337e-01
 -3.5949737e-02 -4.9852237e-02 -1.2684499e-01 -1.4151287e-01]",30
480,"[-3.6700623e+02  4.0164032e+01 -4.6136303e+01 -9.0038500e+00
 -4.9267052e+01  1.1895661e+00 -1.6252783e+01  9.0792446e+00
 -1.1365137e+00  8.2165661e+00 -2.1234549e+01 -1.2880648e+01
 -2.7617933e+01 -1.1555236e+01 -1.7964458e+01 -1.3016589e+00
 -8.8541374e+00 -6.0017365e-01 -8.9824438e+00  6.9679999e+00
  1.9033110e+00  5.2971706e+00 -3.3841162e+00  2.8937624e+00
 -9.8883969e-01 -1.8598402e+00 -4.6612630e+00  4.1345561e-01
 -3.7785161e+00 -4.4211555e+00 -2.3399270e+00 -4.9392600e+00
 -3.0678895e+00 -1.9765489e-01 -2.4202628e+00 -4.9310222e+00
 -3.4120352e+00 -3.0839245e+00  1.9315587e+00 -3.1345408e+00
 -3.6437994e-01 -3.3606677e+00  1.7386751e+00 -1.9528885e+00
  1.1747656e+00  9.9060333e-01  1.8942044e+00 -4.2655388e-01
  2.5242245e+00 -1.7735153e-02  1.7952303e+00 -3.3461991e-01
  1.2490222e+00 -1.5539212e+00  1.2291189e+00 -4.0168259e-01
  1.0143648e+00 -2.0930529e-01  1.7674847e-01  1.4186549e+00
  1.7775208e+00 -9.7619218e-01  1.7285442e+00  9.8360914e-01
  3.6181364e-02  1.8862641e+00  5.2938747e-01  6.9164628e-01
  9.0229732e-01  9.9952686e-01 -9.5601726e-01  1.6658453e+00
 -7.2287899e-01  1.5967460e+00 -4.4754332e-01  4.1451335e-01
 -3.7589446e-02  1.5986540e+00  7.8281440e-02  7.9604620e-01
 -2.4230713e-01  8.2958162e-01 -6.2047672e-01  1.4620801e+00
 -2.1015994e-01  1.3985879e+00 -3.6544806e-01  2.7902311e-01
 -1.1003627e-01  6.7368692e-01 -3.5533082e-01  7.3983401e-01
  4.0868366e-01  7.7176344e-01  7.6965415e-01  4.8730409e-01
  6.4105594e-01  4.2112416e-01  7.2347659e-01 -2.2189625e-01]",17
481,"[-4.8340451e+02  1.2225930e+02 -6.2394260e+01 -6.7576666e+00
 -3.2676594e+01 -2.3500032e+01  9.1129246e+00 -6.0018840e+00
  1.4018477e+00 -3.7441747e+00 -1.1281472e+01 -7.3849082e+00
 -7.7448525e+00 -1.2882293e+01 -1.6914295e+01 -1.2923385e+00
  1.2618888e+01  1.6077360e+01  2.5308060e+01  2.6011333e+01
  1.6325428e+01  1.4179766e+01  1.2606110e+01  1.8114240e+00
 -7.7486629e+00 -1.3770254e+01 -1.7585516e+01 -9.7973022e+00
  3.4367478e+00  5.4900150e+00 -4.6544242e+00 -1.2554215e+01
 -6.0463494e-01  2.1187246e+01  2.2242476e+01 -5.0980029e+00
 -3.1854031e+01 -2.3427389e+01  8.3199587e+00  2.5392996e+01
  1.9007307e+01  7.7029824e+00  4.7100954e+00  3.4777737e+00
 -9.3409643e+00 -2.3586903e+01 -6.7631812e+00  2.3288126e+01
  2.1929592e+01 -4.3601990e-01 -1.0848619e+01 -4.1669384e-01
  3.0877962e+00 -8.3470449e+00 -7.3759799e+00 -2.7222385e+00
 -6.8575215e+00 -5.9156084e+00  2.8775532e+00  7.9284163e+00
  4.1240430e+00 -2.8055105e-01 -2.8464228e-02  4.1001115e+00
  7.9669867e+00  5.4162655e+00 -1.8567265e+00 -6.8995863e-01
  5.2795377e+00 -1.7334496e+00 -6.2940841e+00  2.2419112e+00
  1.9231871e+00 -7.9427772e+00 -6.3234258e+00  3.9959517e+00
  2.5319984e+00 -2.1888676e+00  2.6158452e-01 -3.3899593e+00
 -2.4860151e+00  1.0019202e+01  8.0885153e+00 -4.3109875e+00
 -1.7592304e+00  3.4346070e+00 -1.0976911e+00 -1.0870322e+00
  8.1943393e-01 -3.4633217e+00 -4.0265093e+00 -1.2722027e-01
  1.7698423e+00  3.3892541e+00  2.8990450e+00 -6.4269656e-01
 -9.6108741e-01  1.1806537e+00 -4.1565803e-01 -3.0692849e+00]",43
482,"[-8.92441788e+01  9.82796707e+01 -8.58780060e+01 -1.64556122e+01
 -4.75511818e+01  6.95539093e+00 -3.89013863e+01 -6.15697718e+00
 -2.75991421e+01 -8.43833506e-01 -2.02711830e+01 -9.06141186e+00
 -1.46876020e+01  6.19373284e-02 -1.17872505e+01 -1.02593994e+00
 -9.51745224e+00  2.19418120e+00 -7.32714844e+00  2.08642745e+00
 -7.40683079e+00 -2.77983159e-01 -5.60665512e+00  7.37463176e-01
 -2.54961681e+00  7.12638080e-01 -1.85421729e+00  4.75476891e-01
 -6.54435039e-01 -6.62276568e-03 -7.48612404e-01 -1.14248216e+00
 -1.07304490e+00 -2.57585192e+00 -4.12724108e-01 -1.83512509e+00
  1.28843772e+00 -7.58899748e-01  1.99302328e+00 -1.23950624e+00
  1.52006924e+00 -1.30121279e+00  1.39822972e+00 -1.57592988e+00
  6.75197899e-01 -2.29530001e+00  3.56157690e-01 -1.80219698e+00
  5.84845304e-01 -1.25728726e+00  1.13187158e+00 -9.90083396e-01
  7.06036866e-01 -9.57755804e-01  1.60141349e-01 -8.21956456e-01
 -1.08280145e-01 -3.44477594e-01  7.30868727e-02  2.10027471e-01
 -3.13374065e-02  1.37742341e-01 -4.05483365e-01  8.67222995e-02
 -6.10795677e-01  6.30156338e-01 -4.31220047e-02  6.99082017e-01
 -5.17279625e-01  6.49097204e-01 -6.45939946e-01  6.58097625e-01
 -9.36824560e-01  4.31935817e-01 -9.66540337e-01  6.35029852e-01
 -1.02378130e+00  2.85548210e-01 -8.91615808e-01  3.10325146e-01
 -6.39547169e-01  4.43258166e-01 -4.68162984e-01  4.49192636e-02
 -7.72826910e-01 -2.48323023e-01 -6.72352016e-01 -1.81854278e-01
 -2.38185465e-01  4.58764583e-02 -1.07252650e-01  1.68393210e-01
 -9.04821306e-02 -3.04013640e-01 -2.83255994e-01 -4.28587556e-01
 -1.74620561e-02 -6.43049300e-01  1.07057750e-01 -2.85479844e-01]",22
483,"[-4.2379980e+02  6.2768986e+01 -2.9192524e+01  6.6073623e+00
  8.4716215e+00  2.6114439e+01  5.8839226e+00  9.2061491e+00
  8.7414970e+00  2.0053026e+01  8.2919550e+00  8.5017414e+00
 -3.7901011e+00  7.0111160e+00  5.4268022e+00  6.1566949e+00
 -1.3914043e+00  2.6671832e+00  6.3608012e+00  9.7749872e+00
 -1.4368007e+00  8.9990693e-01  1.2936674e+00  4.2795129e+00
  4.3539143e+00  1.5131761e+00  2.2562547e+00  1.1026051e+00
  1.3015677e+00  1.3149126e+00  3.9768454e-01  1.2092525e-01
  2.6093526e+00  8.3748907e-01  2.9309669e+00  3.8619223e-01
  2.1710987e+00  8.5070986e-01  7.6269519e-01 -7.0617563e-01
  2.3204484e+00 -1.1710129e+00  5.2087355e-02  1.1471665e+00
  4.2658392e-02 -3.3872265e-01  1.8672315e+00  5.1706302e-01
  9.6803594e-01 -5.5735481e-01 -2.4248493e-01  1.9372559e-01
 -1.9948971e-01 -1.4397491e+00 -4.3013793e-01  1.8301206e-02
  4.7732750e-01  4.2270836e-01 -2.9384694e-01  1.4204049e+00
  6.6895527e-01  2.5436443e-01  3.4926513e-01  1.1535004e+00
 -7.0659810e-01  6.0336344e-02 -1.2406219e-01  1.5619448e+00
 -2.0005037e-01  1.3289609e+00  9.5968074e-01  1.5575327e+00
  3.7991697e-01 -4.2888677e-01 -2.8025368e-01  6.0438111e-02
 -9.1355699e-01 -2.1786599e-01 -6.5099883e-01  9.8986506e-01
  5.9291637e-01 -1.0532860e+00  5.5235714e-01 -1.4009900e-01
 -2.7816713e-01 -7.9242545e-01 -2.6199827e-01 -8.7404072e-01
 -3.7019002e-01 -1.1995910e+00  4.1946074e-01  3.8718843e-01
  2.8805628e-01  1.0561509e-01  9.2038237e-02 -3.3766434e-01
  2.2902101e-01 -6.2480217e-01  2.0424002e-01  5.3489244e-01]",4
484,"[-1.2580938e+02  1.2539609e+02 -4.8126106e+01  4.5876259e+01
 -3.9929489e+01  4.0210239e+01 -3.4897652e+01  3.0592312e+01
 -2.1399134e+01  1.6423229e+01 -9.8921213e+00  9.3279600e+00
 -6.3168201e+00  3.3784220e+00 -1.6279652e+00 -1.5183595e+00
  2.4656968e+00 -4.4033589e+00  4.6959758e+00 -6.9285097e+00
  5.4272075e+00 -8.0233774e+00  5.8550043e+00 -6.9962602e+00
  4.4236712e+00 -4.9715357e+00  2.4939141e+00 -2.3072500e+00
 -4.1913235e-01 -3.2380512e-01 -2.5055139e+00  1.2573533e+00
 -4.7014394e+00  1.4528477e+00 -5.9390845e+00  1.7211154e+00
 -5.9510174e+00  1.7405999e+00 -5.3259945e+00  2.1439478e-01
 -4.6501274e+00 -1.2889644e+00 -2.4290528e+00 -2.5967729e+00
 -1.7815350e+00 -4.3796182e+00 -1.7692846e-01 -4.6061993e+00
  7.3455346e-01 -4.2349820e+00  1.2428586e+00 -3.7284040e+00
  9.1311204e-01 -2.6722720e+00  9.5801032e-01 -9.5919949e-01
 -3.9088922e-03  2.3724921e-01 -6.6301286e-01  1.4028699e+00
 -1.8157957e+00  1.2106029e+00 -2.6596978e+00  1.4984314e+00
 -3.1570907e+00  9.7681087e-01 -3.2602360e+00  3.7097424e-01
 -2.2228978e+00 -7.6742776e-02 -1.0837184e+00 -5.0030649e-01
  7.3254481e-02 -1.4914575e+00  7.0160490e-01 -1.6530527e+00
  1.3428159e+00 -2.0841668e+00  1.5798800e+00 -1.9947404e+00
  1.5181297e+00 -1.4077365e+00  1.2805316e+00 -7.7566653e-01
  5.3384471e-01 -5.7269812e-02 -3.2620302e-01  7.1268892e-01
 -1.0925622e+00  9.3036681e-01 -1.7718393e+00  1.5251545e+00
 -1.7892370e+00  1.0459096e+00 -1.6898441e+00  1.0406907e+00
 -1.1756437e+00  9.5024383e-01 -3.7413055e-01 -5.1321339e-02]",10
485,"[-3.5833200e+02  3.5436718e+01 -8.3944063e+00  3.5326878e+01
  7.2605081e+00  1.5091803e+00  2.4558302e+01  9.0425940e+00
  6.7249951e+00  1.5369938e+01  3.0580423e+00  5.1473069e+00
 -1.4238763e+00  6.6205411e+00  5.3542147e+00  1.1061821e+01
  3.6944077e+00  6.2048011e+00  1.9299526e+00  4.1719790e+00
 -2.3186119e-01  7.6920938e-01 -9.4245040e-01  7.2526383e+00
  6.5530477e+00  5.0589442e+00  4.2410862e-01  1.9559954e+00
 -3.4622376e+00  9.7815120e-01  2.1763742e-01  3.9636469e+00
  4.0522141e+00  5.1551867e+00  8.1439561e-01 -5.0101712e-02
 -2.9956942e+00 -8.8330215e-01  2.6540065e+00  4.5449696e+00
  1.9616603e+00  2.7448413e+00  1.3427669e+00  1.0441622e+00
 -2.2230697e+00 -1.8882439e+00 -7.7522874e-01  4.9451094e+00
  4.4452205e+00  1.8331105e+00  6.6799676e-01  1.1455597e-01
 -1.5598714e+00  1.9810569e-01  1.3274708e+00  1.1223716e+00
  1.7761720e+00  3.8898087e+00  1.8984847e+00 -1.6253021e+00
 -1.5571706e+00 -2.7154398e-01  1.6634737e+00  2.0239325e+00
  1.3250583e+00  1.2511767e+00  1.7011362e+00  4.7414050e-02
 -1.3649749e+00 -6.2967974e-01  3.4896964e-01  1.1845638e+00
  2.5923867e+00  1.1376368e+00 -5.9657369e-02 -1.8778749e-01
 -2.3744746e-01 -1.4466500e-01  5.4093635e-01 -5.8686107e-01
  1.1379919e+00  2.4825177e+00  1.0987742e+00 -1.4868366e+00
 -7.0227122e-01  2.8516626e-01  1.0094110e+00 -7.4291504e-03
  4.6784195e-01  4.9111003e-01  7.3061121e-01  1.8468153e-01
  1.2069694e-01 -7.2721654e-01 -2.9490542e-02  5.5165815e-01
  1.6716180e+00  5.1891690e-01 -1.1499970e-01 -1.9233397e-01]",34
486,"[-3.3177951e+02  1.2157057e+02 -3.4742905e+01  4.0373447e+01
 -1.0729712e+01  2.0273535e+01  1.0092914e+01  2.7900989e+00
 -5.5740619e+00 -4.5276823e+00 -7.2254715e+00 -4.3502932e+00
 -9.1316605e-01 -3.6114342e+00 -3.8961706e-01 -7.1271193e-01
 -4.9056802e+00 -6.2675066e+00 -2.1186268e+00 -6.6914692e+00
 -6.8370810e+00 -6.5758190e+00 -5.1570594e-01 -3.0427670e+00
 -3.0679464e+00 -3.6342905e+00 -7.3550525e+00 -7.0077481e+00
 -4.2587428e+00 -1.4241948e+00 -5.2769313e+00 -1.9479663e+00
  1.2752876e+00 -2.9602053e+00 -7.9173627e+00 -3.4506042e+00
  2.4779515e+00  2.4364854e-01 -4.4236698e+00 -4.4376764e+00
 -2.3739426e+00 -4.9399576e-01 -1.8671257e+00 -3.0816708e+00
 -1.4466517e+00  8.0117822e-02  1.4459608e+00  5.4852074e-01
  4.1483131e-01 -3.6161748e-01 -5.7125342e-01 -1.1626103e+00
  2.3463156e-02 -6.5503007e-01 -1.0454457e+00 -1.3481473e+00
 -1.4996480e+00 -9.5054036e-01  3.6974985e-02 -2.3763169e-01
 -2.4006832e+00 -1.3920968e+00 -9.4795728e-01 -1.2738814e+00
 -1.3310925e+00  5.5627108e-01 -8.1686491e-01 -7.1130019e-01
 -7.4106026e-01 -1.2916232e+00 -7.6660836e-01  1.0037990e+00
  6.0725719e-01 -5.8212709e-01 -2.0551236e-01 -9.5576197e-01
  3.7656415e-01  2.2832152e-02  4.3737894e-01 -5.7274520e-01
  2.4130079e-01 -5.6398946e-01 -1.8862076e+00 -3.5150579e-01
  2.9668513e-01 -1.7664269e-01 -5.5510050e-01  6.3181812e-01
 -1.7034045e-01 -3.6246084e-02 -5.2169436e-01 -1.1198721e-01
  3.7508613e-01 -4.1549563e-01  5.1446889e-02 -5.3798229e-01
 -1.7111962e+00 -5.3587638e-02  6.7301285e-01 -5.0926733e-01]",9
487,"[-5.33388367e+02  6.04872742e+01  4.57035446e+00  1.20241346e+01
 -7.47096825e+00  1.29187632e+01  9.15218115e-01  9.03405190e+00
  7.47464895e+00  4.51287985e+00  4.29925263e-01  6.73052073e+00
  4.51413870e+00  3.09886551e+00  1.85098991e-01  6.14322281e+00
  9.23600769e+00  5.94554424e+00  3.88647890e+00  5.82580376e+00
  7.22552919e+00  2.41195130e+00  4.75446892e+00  2.52964044e+00
  8.25738132e-01  2.07093692e+00  2.91441989e+00  2.71095109e+00
  1.43283248e+00  3.01729894e+00  3.19170403e+00  6.89280331e-01
  1.80088389e+00  4.44685984e+00  3.20162845e+00  6.94060147e-01
  1.87571526e+00  4.81327391e+00  3.01930881e+00  1.07199860e+00
  2.39085674e+00  1.63281274e+00  2.32496381e+00  1.80640483e+00
  1.64511073e+00  2.07386732e+00  2.69032979e+00  2.26892543e+00
  1.84834468e+00  1.84123647e+00  1.65931237e+00  1.78497446e+00
  8.76704991e-01  8.88615429e-01  1.18090570e+00  9.64825749e-01
  2.04484439e+00  1.14027417e+00  1.29500031e-01  9.72897887e-01
  6.08797312e-01  1.51645511e-01  1.07854962e+00  1.25540674e+00
  8.55152130e-01  7.85978317e-01  8.86124730e-01  1.07051945e+00
  2.17541903e-01  4.64076400e-01  8.73282850e-01  9.01485026e-01
  9.61523414e-01  6.27718031e-01  1.62245080e-01  2.33131111e-01
 -2.10839599e-01  3.32174569e-01  9.14393440e-02 -1.02495536e-01
  1.56116605e-01  7.53798962e-01  6.07541800e-01  3.18523496e-01
 -1.38723090e-01  1.13970384e-01  8.68598461e-01  1.33169025e-01
  8.86482894e-02  9.79390368e-02  5.71973562e-01  3.06309521e-01
  2.83652395e-01 -5.28517179e-02 -5.20624161e-01  5.03192917e-02
  9.88729119e-01  5.41690826e-01 -2.98619837e-01 -5.78590453e-01]",24
488,"[-2.5723727e+02  1.3303807e+02 -4.0448730e+01 -1.8522106e+01
 -1.1150417e+00 -2.4714801e+00 -5.4659743e+00  5.3847694e+00
  6.5269818e+00  1.9748228e+00  3.4188920e-01  6.6393180e+00
  8.5961790e+00  1.0078332e+01  6.9607711e+00  2.7973452e-01
 -7.0279760e+00 -5.7717376e+00 -1.2674726e+00 -2.0524673e+00
 -1.7645801e+00 -3.2112899e+00 -1.6052926e+00  1.7925928e+00
  3.2269363e+00  4.4310331e+00  5.1886840e+00  9.9149984e-01
 -3.3380806e-01 -7.4869567e-01 -6.2776345e-01  2.5055590e+00
  2.8342259e+00  1.8278942e+00 -2.4148328e-02  1.1315106e+00
  3.4889510e+00  2.5877581e+00  9.3115163e-01  3.4462091e-01
 -1.5261184e+00 -1.1706610e+00 -4.6393311e-01  1.0060049e+00
  2.0126369e+00 -1.5018289e+00 -1.2136135e+00  2.3188565e+00
  1.3113155e+00 -4.7485736e-01  1.3925679e+00  5.0381780e-01
 -1.7551897e+00 -1.8649355e-01  9.0586752e-01 -5.2264184e-01
 -5.4902047e-01  4.5307887e-01 -1.1869580e+00 -1.1772460e+00
  1.2788202e+00  9.4984293e-01 -1.8204683e+00 -7.7789265e-01
  1.9712503e-01  1.9792290e-01 -1.6299997e-01 -1.3522048e+00
  6.8065815e-02  8.7777340e-01 -1.1163415e+00 -1.1427037e+00
  6.5611988e-01 -4.1147512e-01 -1.7356597e+00 -2.9526156e-01
 -1.7544465e-01 -1.8179814e+00 -8.8832515e-01 -7.0349193e-01
  2.8418511e-01  1.0772192e-01 -1.5689217e+00 -3.2240364e-01
  3.2177639e-01 -3.0250531e-01 -1.5395711e-01 -6.4961785e-01
 -3.9588925e-01  5.6083001e-02 -8.1758678e-01 -4.0617028e-01
 -5.9253043e-01 -5.8093804e-01 -6.7706066e-01 -1.0140831e+00
  1.8862155e-01  9.9206045e-02 -6.3068157e-01 -6.4217287e-01]",6
489,"[-3.93791229e+02  8.64380646e+01 -1.29686284e+00 -1.25135195e+00
 -1.45389433e+01  6.71923578e-01 -8.30234146e+00 -1.76163197e+00
 -8.46914101e+00 -8.27605343e+00 -5.65790272e+00 -4.49627495e+00
 -2.88943624e+00 -5.08768940e+00 -3.50536513e+00 -6.08031893e+00
 -5.98335552e+00 -6.05520248e+00 -5.92410135e+00 -4.12537909e+00
 -4.75147343e+00 -2.23125052e+00 -4.36748171e+00 -6.86486661e-01
 -4.86366510e+00 -1.03726476e-01 -5.46778011e+00  4.59420472e-01
 -6.69882870e+00  1.49944484e+00 -6.39114285e+00  1.39711523e+00
 -6.85257912e+00  2.40662861e+00 -5.39166689e+00  2.25766635e+00
 -4.87895107e+00  2.16795564e+00 -3.30085921e+00  2.04564452e+00
 -2.25056005e+00  1.29408836e+00 -1.31723166e+00  4.93216068e-01
 -7.25003064e-01  6.05313301e-01  6.74919551e-03  8.94680738e-01
  4.07090485e-01  2.38744155e-01  7.35955179e-01  6.77452385e-02
  4.86460626e-01  2.45460302e-01  5.66206217e-01  2.75949806e-01
  4.76983458e-01  8.14589038e-02  4.11584556e-01  1.94585979e-01
  2.09846139e-01  5.83492339e-01  5.84672868e-01  1.21527404e-01
  4.75502431e-01  1.59861848e-01  5.86549461e-01  3.20591897e-01
  3.06814253e-01 -1.35023773e-01  6.66188836e-01  1.01130724e-01
  6.87882066e-01 -1.55054390e-01  9.32441890e-01 -5.47800004e-01
  7.66742885e-01 -2.92685926e-01  1.16388309e+00 -6.71792805e-01
  8.17908704e-01 -7.19687045e-01  1.05322826e+00 -5.31925380e-01
  1.13136709e+00 -4.45365757e-01  8.21883738e-01 -6.80929363e-01
  9.73868310e-01 -3.65430057e-01  1.00369215e+00 -3.61353129e-01
  7.81517029e-01 -4.33744252e-01  5.50473630e-01 -3.84444863e-01
  7.45380521e-01 -2.97401667e-01  6.96368992e-01 -3.34233791e-01]",25
490,"[-2.7659601e+02  2.2335078e+02 -2.7238403e+01 -2.4059349e+01
 -3.6840746e-01 -6.8762383e+00 -2.1110122e+00 -2.0881884e+00
 -3.3142316e+00 -3.3858389e-01  1.7766029e-01 -1.5359297e-01
 -2.6063833e+00 -8.0484724e+00 -1.0133291e+01 -1.0814250e+01
 -5.2095156e+00 -7.6781827e-01 -2.4665785e+00 -5.6709013e+00
 -6.1383867e+00 -5.4437065e-01  3.6670914e+00 -7.6064229e-02
 -9.3371420e+00 -1.2320161e+01 -8.0513334e+00 -1.4158622e+00
  3.5612371e+00  1.9828023e+00 -4.2889647e+00 -9.6446276e+00
 -6.8263955e+00  9.6492249e-01  5.2802644e+00  2.1018889e+00
 -1.5802190e+00 -4.0912680e-02  4.1993278e-01 -2.6432896e+00
 -5.3891625e+00 -3.0184585e-01  9.2979202e+00  1.3095634e+01
  8.1665564e+00  1.6592369e+00  1.6393098e-01 -2.6269760e+00
 -6.9800954e+00 -5.4535308e+00  2.3503528e+00  6.4150867e+00
  4.1815014e+00  3.3231225e+00  2.6726842e+00 -4.1996315e-01
 -1.4713802e+00  3.0116694e+00  3.9678757e+00 -2.7740932e+00
 -8.6415167e+00 -8.8945541e+00 -4.4198833e+00  1.5051284e-01
  2.4001727e+00  1.3926302e+00 -9.3232703e-01 -2.7795217e+00
 -4.3336616e+00 -2.8522086e+00  8.8408440e-01  2.4738317e+00
 -1.2578779e-01 -1.7371918e+00 -7.0414853e-01  1.0002959e+00
  3.5216544e+00  2.7444122e+00 -1.1965278e+00 -4.3382778e+00
 -4.6250730e+00 -4.0439782e+00 -4.6592517e+00 -4.3914142e+00
 -1.9440413e+00  1.0608809e+00  4.0502647e-01 -1.1013620e+00
  1.0912990e-02  1.4774127e+00  2.0032074e+00  1.5913922e+00
  2.5253439e+00  2.7319896e+00  1.2407451e+00  1.1814817e+00
  1.4649302e+00  6.5175825e-01 -1.1591785e+00 -2.7226124e+00]",46
491,"[-2.6520416e+02  2.0238084e+02 -4.0490942e+00 -9.2589417e+00
  8.7427244e+00  1.2901414e+01 -2.1418319e+00 -1.8197805e+00
  1.2073347e-01 -3.7729924e+00  7.9410845e-01 -2.6330125e+00
 -2.6362922e+00 -4.6449780e+00 -2.0355847e+00 -5.1198697e-01
 -2.8545296e+00 -1.5268836e+00 -2.7327619e+00 -1.1054693e+00
 -1.9883596e+00 -2.4005129e+00 -1.8831807e+00 -2.1450024e+00
 -8.5846806e-01 -1.5719124e+00 -1.6871532e+00 -1.8478003e+00
 -1.7733732e+00 -1.8001840e+00 -1.7568586e+00 -1.3427333e+00
 -1.8473043e+00 -1.1577193e+00 -7.5379401e-01 -6.3188970e-01
 -7.5102884e-01 -1.0971377e+00 -8.9263016e-01 -8.2536763e-01
 -9.0988082e-01 -9.7416323e-01 -8.7774950e-01 -8.4040260e-01
 -7.1726227e-01 -9.1734254e-01 -8.7450951e-01 -8.1517082e-01
 -9.4782239e-01 -6.0740000e-01 -3.9395368e-01  1.4187682e-01
 -2.3888828e-02 -5.8349007e-01 -2.9919490e-01 -4.5938373e-01
 -6.1908686e-01 -4.9002719e-01 -5.8937782e-01 -7.0699888e-01
 -8.9992261e-01 -5.6305194e-01 -5.9370446e-01 -8.0636704e-01
 -6.2938368e-01 -9.4212633e-01 -6.4659548e-01 -4.5270246e-01
 -6.9520754e-01 -4.4283491e-01 -7.4827510e-01 -7.6805222e-01
 -4.6335706e-01 -5.0471187e-01 -4.0828246e-01 -5.6526697e-01
 -5.6553978e-01 -6.3199407e-01 -4.4518313e-01 -3.6183351e-01
 -5.4550689e-01 -5.7155669e-01 -4.8691082e-01 -1.7988276e-01
  2.2644097e-02 -1.7699800e-01 -3.8926265e-01 -2.6568702e-01
 -9.8875917e-02 -2.2480281e-01 -2.9686236e-01 -1.3141978e-01
 -8.9150526e-02 -1.9946073e-01 -3.0997112e-01 -3.5562968e-01
 -1.2767074e-01  8.2137965e-02 -1.0365917e-01 -3.6817962e-01]",19
